ENSG.ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.type	Gene.name	Chromosome
ENSG00000000003	2131.200256792031	-0.6306802467679544	0.26692631622149604	-2.362750348843891	0.01813988483329167	0.07617571525950595	protein_coding	TSPAN6	X
ENSG00000000005	7.442505798487074	-0.7741836454288565	1.8122710358770586	-0.4271897691363732	0.6692411124941053	NA	protein_coding	TNMD	X
ENSG00000000419	804.9530544513727	-0.3573620191290243	0.1696473367541361	-2.1064994356317923	0.03516099208387581	0.12400802086457098	protein_coding	DPM1	20
ENSG00000000457	825.469714400672	-0.10433237429222335	0.12972064939688394	-0.80428501381469	0.4212323905762322	0.6154965377976638	protein_coding	SCYL3	1
ENSG00000000460	218.38693662964948	-0.6179757137814171	0.2517931347524965	-2.454299297670943	0.014115943811462686	0.06360929283976771	protein_coding	C1orf112	1
ENSG00000000938	537.8162029964261	0.4148319598228794	0.3848475792569834	1.0779123533108514	0.2810728719826742	0.48831570857560275	protein_coding	FGR	1
ENSG00000000971	87129.39430707124	-0.9209284904177875	0.3838137910440807	-2.399414799329135	0.016421300850763848	0.07073369675326639	protein_coding	CFH	1
ENSG00000001036	2049.7767009259146	0.1828446722280496	0.1607743918827021	1.1372748488543472	0.25542340553547366	0.46226862132658386	protein_coding	FUCA2	6
ENSG00000001084	3669.2801319674113	-0.919910980186219	0.21691526080011425	-4.240877183066939	2.2264794696371594e-5	4.903499991984812e-4	protein_coding	GCLC	6
ENSG00000001167	1034.6139106323924	0.04847954706324253	0.11592342801923347	0.4182031871521176	0.6757985657312604	0.8042758395162453	protein_coding	NFYA	6
ENSG00000001460	191.4036816022089	1.4160250886799677	0.21727280789719278	6.517267864232647	7.159950188425427e-11	1.338713169368288e-8	protein_coding	STPG1	1
ENSG00000001461	397.1223508443941	0.7141327238388704	0.2571593223089205	2.777004999962617	0.005486233501282006	0.031706944458165943	protein_coding	NIPAL3	1
ENSG00000001497	1058.5738220399737	-0.15109022857306573	0.0760684143981883	-1.986241329839842	0.04700653372584227	0.15284230243136354	protein_coding	LAS1L	X
