ENSG.ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene.type	Gene.name	Chromosome
ENSG00000160654	3.4882377212930367	-1.1919698507011551	10.601618726264679	2.3777494268529945e-16	3.2557674880552273e-12	26.670657036072534	protein_coding	CD3G	11
ENSG00000227507	3.5269222889697778	3.4275500523265765	10.48912162337136	3.8045778417239e-16	3.2557674880552273e-12	26.220459646196268	protein_coding	LTB	6
ENSG00000116824	3.440760154136593	3.2001100967361786	10.102118255876547	1.9331296561455514e-15	1.1028504688310372e-11	24.662152334495342	protein_coding	CD2	1
ENSG00000113263	2.9298764418275556	-1.0584210926224893	10.007072320821658	2.88709257697108e-15	1.2353147363715007e-11	24.277302585164044	protein_coding	ITK	5
ENSG00000262406	6.228346403391408	1.9938728857885344	9.88924600582319	4.751493528265108e-15	1.6264362347251466e-11	23.799121112905194	protein_coding	MMP12	11
ENSG00000121671	-1.6506907815401477	1.6310863466757337	-9.727477044928051	9.432099538570375e-15	2.6327458018072498e-11	23.140731539716004	protein_coding	CRY2	11
ENSG00000243509	2.816855311099852	0.8985308818565333	9.696277497767216	1.0767876490009201e-14	2.6327458018072498e-11	23.013513052013977	protein_coding	TNFRSF6B	20
ENSG00000025708	2.275547968262518	2.9367130722670227	9.182980036884317	9.59803320736385e-14	2.0533792293004038e-10	20.910711986883086	protein_coding	TYMP	22
ENSG00000168685	3.6450777275478528	1.5981585813920003	9.138077504061268	1.1630062382935314e-13	2.211650196488199e-10	20.72598620945828	protein_coding	IL7R	5
ENSG00000126353	3.427357703197926	2.1765425795307562	9.111246617619448	1.3044739330394212e-13	2.2326071363969695e-10	20.615554608373053	protein_coding	CCR7	17
ENSG00000174946	2.891505976606222	2.4072733355285334	9.04306658751082	1.7465413563353852e-13	2.71745957397092e-10	20.33477114401819	protein_coding	GPR171	3
ENSG00000121966	3.0355496675404443	-1.9161320983459549	9.019479441052964	1.932172151262828e-13	2.755760530738609e-10	20.237579771690335	protein_coding	CXCR4	2
ENSG00000143546	5.268047930024294	7.090136125088531	8.873483279008587	3.6121936091939627e-13	4.755591817027282e-10	19.635438371185536	protein_coding	S100A8	1
ENSG00000105122	2.1578728883211853	0.38679043804444435	8.750776466206824	6.114903682176167e-13	7.282433458218683e-10	19.12868521887458	protein_coding	RASAL3	19
ENSG00000125910	2.251059326010667	1.6995129418140444	8.728477170611907	6.729088241316231e-13	7.282433458218683e-10	19.036536771910566	protein_coding	S1PR4	19
ENSG00000205744	1.3233266516414808	0.30560198025662216	8.72576101900687	6.808000895793102e-13	7.282433458218683e-10	19.025311578942354	protein_coding	DENND1C	19
ENSG00000138135	2.9033981375632596	1.1725757198723554	8.669718469744385	8.65985213067459e-13	8.426158741209556e-10	18.793650027423844	protein_coding	CH25H	10
ENSG00000143110	2.0902708399851857	2.739512675348622	8.664348073392228	8.861867212490331e-13	8.426158741209556e-10	18.771445618603302	protein_coding	C1orf162	1
ENSG00000175463	2.5660358837191115	-0.061109945853866726	8.587189823845247	1.2343552314749447e-12	1.0919610319194969e-9	18.452340244819613	protein_coding	TBC1D10C	11
ENSG00000104951	2.7534572193985185	1.431546817495022	8.579460188776128	1.2760280828740834e-12	1.0919610319194969e-9	18.420364151627336	protein_coding	IL4I1	19
ENSG00000186827	1.5048975607725925	1.6769527109516447	8.544067923906871	1.4855673705828226e-12	1.2061558320382437e-9	18.273934911167093	protein_coding	TNFRSF4	1
ENSG00000008517	1.4594614523075555	-0.7078858999255112	8.529723292118698	1.5800033939461134e-12	1.2061558320382437e-9	18.214578567956824	protein_coding	IL32	16
ENSG00000160791	2.40698388752	1.8956380843665792	8.523776608842113	1.6208930258182649e-12	1.2061558320382437e-9	18.189970633354026	protein_coding	CCR5	3
